exporter,importer,post80 
Netherlands,Costa Rica,0.0057
Netherlands,Mauritius,0.00515
Netherlands,New Zealand,0.00185
Netherlands,Nicaragua,0.0026
Netherlands,Greenland,0.0036
Netherlands,Panama,0.00285
Netherlands,Pakistan,0.00265
Netherlands,Zambia,0.0027
Netherlands,Sri Lanka,0.0051
Netherlands,Burundi,0.0041
Netherlands,Indonesia,0.0042
Netherlands,Zimbabwe,0.00555
Netherlands,Trinidad Tbg,0.0034
Netherlands,Cameroon,0.0125
Netherlands,Rwanda,0.0042
Netherlands,Thailand,0.00645
Netherlands,Malawi,0.0113
Netherlands,Honduras,0.00415
Netherlands,Algeria,0.00955
Netherlands,Philippines,0.00795
Netherlands,Japan,0.00895
Netherlands,South Africa,0.00335
Netherlands,Mozambique,0.0027
Netherlands,Bulgaria,0.0038
Netherlands,Sudan,0.0025
Netherlands,Burkina Faso,0.00225
Netherlands,Saudi Arabia,0.00835
Netherlands,Niger,0.0024
Netherlands,Mali,0.0027
Netherlands,Morocco,0.0044
Netherlands,Kuwait,0.0211
Netherlands,Untd Arab Em,0.0037
Netherlands,Turkey,0.00425
Netherlands,Qatar,0.00675
Netherlands,Syria,0.0034
Netherlands,Malaysia,0.01155
Netherlands,Kenya,0.0076
Netherlands,Seychelles,0.0109
Netherlands,Egypt,0.004
Netherlands,Jamaica,0.0082
Netherlands,Senegal,0.00455
Netherlands,Gabon,0.0103
Netherlands,Finland,0.0092
Netherlands,Oman,0.0048
Netherlands,Bahrain,0.0051
Netherlands,Cote Divoire,0.01855
Netherlands,Tunisia,0.008
Netherlands,Austria,0.00725
Netherlands,Norway,0.01355
Netherlands,Nigeria,0.01325
Netherlands,Hong Kong,0.0095
Netherlands,Spain,0.0083
Netherlands,Cyprus,0.00615
Netherlands,Israel,0.0087
Netherlands,Ghana,0.01165
Netherlands,Guyana,0.01425
Netherlands,Jordan,0.00725
Netherlands,Sierra Leone,0.011
Netherlands,Singapore,0.01625
Netherlands,Greece,0.00755
Netherlands,Sweden,0.01275
Netherlands,Portugal,0.0112
Netherlands,Mauritania,0.00805
Netherlands,Iceland,0.0114
Netherlands,Ireland,0.0209
Netherlands,Denmark,0.01305
Netherlands,Malta,0.012
Netherlands,USA,0.0262
Netherlands,Benin,0.01055
Netherlands,Italy,0.021
Netherlands,Togo,0.02335
Netherlands,UK,0.04145
Netherlands,Suriname,0.08495
New Zealand,Zimbabwe,0.0002
New Zealand,Uruguay,0.0001
New Zealand,Ecuador,0.00055
New Zealand,Mauritania,0.0001
New Zealand,Kenya,0.0001
New Zealand,Costa Rica,0.0001
New Zealand,Nigeria,0.0003
New Zealand,Sudan,0.0001
New Zealand,Benin,0.0001
New Zealand,Cote Divoire,0.0001
New Zealand,Colombia,0.0001
New Zealand,Afghanistan,0.0001
New Zealand,Zambia,0.0001
New Zealand,New Zealand,0.0001
New Zealand,Uganda,0.0001
New Zealand,Cambodia,0.00015
New Zealand,Tunisia,0.00015
New Zealand,Nicaragua,0.00015
New Zealand,Togo,0.0002
New Zealand,Norway,0.0004
New Zealand,Suriname,0.0002
New Zealand,Ghana,0.0004
New Zealand,Senegal,0.0002
New Zealand,Honduras,0.00015
New Zealand,Bangladesh,0.00015
New Zealand,Madagascar,0.0002
New Zealand,Portugal,0.00025
New Zealand,Mozambique,0.0003
New Zealand,Argentina,0.0003
New Zealand,Qatar,0.00065
New Zealand,Finland,0.00065
New Zealand,Iceland,0.00025
New Zealand,Syria,0.0003
New Zealand,Bolivia,0.0003
New Zealand,Iraq,0.0004
New Zealand,Pakistan,0.0004
New Zealand,Ireland,0.00055
New Zealand,Cyprus,0.0005
New Zealand,Guatemala,0.0005
New Zealand,Chile,0.00035
New Zealand,Austria,0.00055
New Zealand,Malawi,0.00075
New Zealand,Morocco,0.00065
New Zealand,Egypt,0.0006
New Zealand,South Africa,0.00055
New Zealand,Sweden,0.00175
New Zealand,Kuwait,0.0006
New Zealand,Brazil,0.00065
New Zealand,Dominican Rp,0.0007
New Zealand,Untd Arab Em,0.0013
New Zealand,Cuba,0.0004
New Zealand,Niger,0.0004
New Zealand,Denmark,0.00085
New Zealand,Panama,0.0006
New Zealand,Greece,0.00045
New Zealand,Oman,0.00135
New Zealand,Turkey,0.00055
New Zealand,Venezuela,0.00055
New Zealand,Algeria,0.001
New Zealand,Malta,0.00055
New Zealand,Peru,0.00065
New Zealand,Netherlands,0.00185
New Zealand,Bahrain,0.00205
New Zealand,Seychelles,0.00075
New Zealand,India,0.00115
New Zealand,El Salvador,0.0014
New Zealand,Spain,0.00115
New Zealand,Trinidad Tbg,0.00085
New Zealand,Saudi Arabia,0.0033
New Zealand,Jamaica,0.0014
New Zealand,Mexico,0.0013
New Zealand,Jordan,0.0016
New Zealand,Philippines,0.0014
New Zealand,Iran,0.00135
New Zealand,Thailand,0.0021
New Zealand,Indonesia,0.0028
New Zealand,Barbados,0.0017
New Zealand,Sri Lanka,0.002
New Zealand,Singapore,0.00385
New Zealand,Italy,0.00415
New Zealand,Guyana,0.00245
New Zealand,Canada,0.00405
New Zealand,Nepal,0.0046
New Zealand,Malaysia,0.00375
New Zealand,Mauritius,0.0027
New Zealand,Hong Kong,0.0052
New Zealand,China,0.00605
New Zealand,Greenland,0.00785
New Zealand,UK,0.01625
New Zealand,USA,0.03305
New Zealand,Japan,0.03485
New Zealand,Australia,0.04325
Nicaragua,Colombia,0.00115
Nicaragua,Australia,0.00015
Nicaragua,Argentina,0.0012
Nicaragua,Singapore,0.00015
Nicaragua,Turkey,0.00015
Nicaragua,Senegal,0.0001
Nicaragua,Untd Arab Em,0.0001
Nicaragua,New Zealand,0.00015
Nicaragua,Malaysia,0.00035
Nicaragua,Saudi Arabia,0.0001
Nicaragua,Indonesia,0.00025
Nicaragua,Thailand,0.0006
Nicaragua,Peru,0.00035
Nicaragua,South Africa,0.0002
Nicaragua,Ireland,0.0004
Nicaragua,Pakistan,0.0002
Nicaragua,Nigeria,0.00015
Nicaragua,Hong Kong,0.0003
Nicaragua,Syria,0.0003
Nicaragua,Sweden,0.00085
Nicaragua,Norway,0.00035
Nicaragua,Philippines,0.0004
Nicaragua,Ecuador,0.0017
Nicaragua,Morocco,0.0003
Nicaragua,Venezuela,0.00765
Nicaragua,Denmark,0.00085
Nicaragua,Portugal,0.0004
Nicaragua,Panama,0.0021
Nicaragua,Finland,0.0011
Nicaragua,Greece,0.0005
Nicaragua,Chile,0.00075
Nicaragua,Bulgaria,0.00115
Nicaragua,UK,0.0019
Nicaragua,Cuba,0.00415
Nicaragua,China,0.0024
Nicaragua,Algeria,0.0024
Nicaragua,Honduras,0.00335
Nicaragua,El Salvador,0.00555
Nicaragua,Netherlands,0.0026
Nicaragua,Austria,0.00165
Nicaragua,Italy,0.0035
Nicaragua,Mexico,0.0089
Nicaragua,Guatemala,0.01225
Nicaragua,Spain,0.00575
Nicaragua,Canada,0.0056
Nicaragua,Costa Rica,0.0149
Nicaragua,Japan,0.01055
Nicaragua,USA,0.0549
Niger,Chile,0.0001
Niger,Burkina Faso,0.00145
Niger,Cote Divoire,0.0064
Niger,New Zealand,0.0004
Niger,Argentina,0.0001
Niger,Cameroon,0.00045
Niger,Pakistan,0.00115
Niger,Mexico,0.00015
Niger,Ghana,0.00015
Niger,Indonesia,0.0013
Niger,Denmark,0.00035
Niger,Sweden,0.00025
Niger,Saudi Arabia,0.00025
Niger,Malaysia,0.0002
Niger,China,0.0017
Niger,Israel,0.0003
Niger,Benin,0.0005
Niger,Algeria,0.0014
Niger,Austria,0.00045
Niger,Netherlands,0.0024
Niger,South Africa,0.0004
Niger,Morocco,0.0003
Niger,Brazil,0.0006
Niger,Japan,0.00275
Niger,Mali,0.0014
Niger,Togo,0.00125
Niger,Ireland,0.0005
Niger,Italy,0.0028
Niger,Thailand,0.0009
Niger,Turkey,0.00075
Niger,Greece,0.0009
Niger,Portugal,0.001
Niger,UK,0.0036
Niger,Canada,0.0019
Niger,Spain,0.00235
Niger,USA,0.00475
Niger,Iraq,0.0046
Niger,Nigeria,0.0096
Nigeria,Norway,0.0006
Nigeria,Panama,0.0001
Nigeria,Mexico,0.0001
Nigeria,Nicaragua,0.00015
Nigeria,Greece,0.0006
Nigeria,Hong Kong,0.0001
Nigeria,Kenya,0.00015
Nigeria,Nepal,0.00015
Nigeria,Colombia,0.0001
Nigeria,Saudi Arabia,0.0002
Nigeria,Cuba,0.0001
Nigeria,Burkina Faso,0.0002
Nigeria,Ireland,0.0011
Nigeria,Malaysia,0.00045
Nigeria,Trinidad Tbg,0.00095
Nigeria,Madagascar,0.0003
Nigeria,Cyprus,0.00025
Nigeria,Thailand,0.0014
Nigeria,Venezuela,0.00025
Nigeria,Turkey,0.00045
Nigeria,Finland,0.0004
Nigeria,Philippines,0.00025
Nigeria,New Zealand,0.0003
Nigeria,Australia,0.00035
Nigeria,Singapore,0.00175
Nigeria,Malta,0.00035
Nigeria,Denmark,0.00085
Nigeria,Rwanda,0.0007
Nigeria,Peru,0.0009
Nigeria,Ecuador,0.0011
Nigeria,Argentina,0.00085
Nigeria,Mali,0.00075
Nigeria,Morocco,0.0007
Nigeria,Togo,0.0023
Nigeria,China,0.0033
Nigeria,Chad,0.0013
Nigeria,South Africa,0.00185
Nigeria,Japan,0.00845
Nigeria,Gabon,0.0013
Nigeria,Indonesia,0.00185
Nigeria,Sweden,0.00255
Nigeria,Benin,0.0067
Nigeria,Paraguay,0.0021
Nigeria,Chile,0.0052
Nigeria,Austria,0.00355
Nigeria,Uruguay,0.00375
Nigeria,Sierra Leone,0.0037
Nigeria,Canada,0.00525
Nigeria,Portugal,0.0056
Nigeria,UK,0.02215
Nigeria,Niger,0.0096
Nigeria,Cameroon,0.00725
Nigeria,Brazil,0.01195
Nigeria,Netherlands,0.01325
Nigeria,India,0.01125
Nigeria,Italy,0.0158
Nigeria,Senegal,0.0145
Nigeria,Spain,0.0186
Nigeria,Ghana,0.0223
Nigeria,Cote Divoire,0.02255
Nigeria,USA,0.0967
Norway,Peru,0.0003
Norway,Mauritius,0.0004
Norway,Iran,0.0001
Norway,Madagascar,0.0001
Norway,Sudan,0.0001
Norway,Argentina,0.0002
Norway,Bangladesh,0.00025
Norway,Uruguay,0.00025
Norway,Afghanistan,0.00015
Norway,Iraq,0.0001
Norway,El Salvador,0.00015
Norway,Honduras,0.0005
Norway,Cameroon,0.0002
Norway,Oman,0.00045
Norway,Burkina Faso,0.0002
Norway,Syria,0.0002
Norway,Guatemala,0.0004
Norway,Ecuador,0.0002
Norway,Colombia,0.00045
Norway,Cambodia,0.0003
Norway,Philippines,0.00025
Norway,Trinidad Tbg,0.00045
Norway,Mexico,0.00025
Norway,Mauritania,0.0014
Norway,Venezuela,0.00035
Norway,Qatar,0.0003
Norway,Bolivia,0.0003
Norway,Seychelles,0.0003
Norway,Mali,0.0002
Norway,Rwanda,0.0002
Norway,Senegal,0.0003
Norway,Saudi Arabia,0.0003
Norway,Algeria,0.00025
Norway,Bulgaria,0.00035
Norway,Chad,0.0004
Norway,Sri Lanka,0.00055
Norway,South Africa,0.0007
Norway,Malawi,0.0006
Norway,India,0.00045
Norway,Egypt,0.00025
Norway,Morocco,0.0007
Norway,Costa Rica,0.0011
Norway,Pakistan,0.0005
Norway,Burundi,0.0007
Norway,Indonesia,0.00035
Norway,Kuwait,0.00025
Norway,Nicaragua,0.00035
Norway,Untd Arab Em,0.0003
Norway,Kenya,0.00045
Norway,Niger,0.0005
Norway,Jordan,0.0003
Norway,Uganda,0.00045
Norway,Cote Divoire,0.0003
Norway,Zimbabwe,0.00065
Norway,New Zealand,0.0004
Norway,Greece,0.0006
Norway,Chile,0.0006
Norway,Gabon,0.002
Norway,Bahrain,0.0006
Norway,Nepal,0.0004
Norway,Zambia,0.0004
Norway,Turkey,0.0006
Norway,Hong Kong,0.0007
Norway,Togo,0.00165
Norway,Dominican Rp,0.0008
Norway,Malaysia,0.0009
Norway,Thailand,0.00075
Norway,Australia,0.00085
Norway,Suriname,0.06575
Norway,Sierra Leone,0.00055
Norway,Barbados,0.00125
Norway,Tunisia,0.0007
Norway,Brazil,0.00115
Norway,Austria,0.00165
Norway,Nigeria,0.0006
Norway,Ghana,0.0013
Norway,Mozambique,0.00065
Norway,China,0.0024
Norway,Israel,0.0011
Norway,Guyana,0.0018
Norway,Benin,0.002
Norway,Singapore,0.00295
Norway,Portugal,0.00305
Norway,Spain,0.0033
Norway,Jamaica,0.0117
Norway,Italy,0.0063
Norway,Ireland,0.0051
Norway,Japan,0.0086
Norway,Cyprus,0.00645
Norway,Finland,0.0082
Norway,Canada,0.0066
Norway,Denmark,0.0142
Norway,Malta,0.01015
Norway,Panama,0.0161
Norway,Netherlands,0.01355
Norway,USA,0.01805
Norway,Iceland,0.01495
Norway,Greenland,0.01805
Norway,Sweden,0.0325
Norway,UK,0.0369
Oman,Denmark,0.00095
Oman,Mali,0.0001
Oman,Afghanistan,0.0001
Oman,Burundi,0.0002
Oman,Argentina,0.0004
Oman,Mauritius,0.0001
Oman,Cambodia,0.0001
Oman,Tunisia,0.0001
Oman,Ireland,0.0004
Oman,Senegal,0.0001
Oman,Algeria,0.0001
Oman,Togo,0.0002
Oman,Sierra Leone,0.00015
Oman,Mauritania,0.0002
Oman,Bulgaria,0.00025
Oman,Rwanda,0.00015
Oman,Malta,0.0003
Oman,Sri Lanka,0.0002
Oman,Indonesia,0.0008
Oman,Syria,0.0003
Oman,Sudan,0.0003
Oman,Canada,0.0006
Oman,Chad,0.0004
Oman,Egypt,0.0003
Oman,Chile,0.00065
Oman,Greece,0.00035
Oman,Norway,0.00045
Oman,Iraq,0.0007
Oman,Jordan,0.00055
Oman,Qatar,0.0009
Oman,Sweden,0.00155
Oman,Spain,0.00115
Oman,Bahrain,0.0042
Oman,Italy,0.0043
Oman,Kuwait,0.001
Oman,Australia,0.00405
Oman,New Zealand,0.00135
Oman,Pakistan,0.00195
Oman,Kenya,0.0011
Oman,Netherlands,0.0048
Oman,Cote Divoire,0.0025
Oman,Malaysia,0.00285
Oman,Brazil,0.0017
Oman,Finland,0.00195
Oman,Saudi Arabia,0.00495
Oman,Hong Kong,0.0038
Oman,India,0.0061
Oman,Iran,0.003
Oman,Zambia,0.0029
Oman,Philippines,0.00345
Oman,UK,0.02025
Oman,South Africa,0.00655
Oman,Singapore,0.0102
Oman,USA,0.0201
Oman,Thailand,0.0189
Oman,China,0.02675
Oman,Untd Arab Em,0.06385
Oman,Japan,0.1086
Pakistan,Greenland,0.0002
Pakistan,Morocco,0.0003
Pakistan,Gabon,0.0001
Pakistan,Peru,0.0001
Pakistan,Uruguay,0.0001
Pakistan,Colombia,0.0001
Pakistan,Algeria,0.0001
Pakistan,Iceland,0.00015
Pakistan,Syria,0.00025
Pakistan,Paraguay,0.0002
Pakistan,Tunisia,0.0003
Pakistan,Argentina,0.00055
Pakistan,Burkina Faso,0.00015
Pakistan,Nigeria,0.0002
Pakistan,Dominican Rp,0.0002
Pakistan,Nicaragua,0.0002
Pakistan,Egypt,0.0003
Pakistan,Zimbabwe,0.0003
Pakistan,Sudan,0.00025
Pakistan,Ireland,0.00035
Pakistan,Chile,0.0003
Pakistan,Chad,0.0002
Pakistan,Mexico,0.0002
Pakistan,Cambodia,0.00025
Pakistan,Iraq,0.0002
Pakistan,Finland,0.0004
Pakistan,Suriname,0.0002
Pakistan,Panama,0.00025
Pakistan,Brazil,0.00085
Pakistan,South Africa,0.0004
Pakistan,Guatemala,0.00025
Pakistan,New Zealand,0.0004
Pakistan,Honduras,0.0004
Pakistan,Malta,0.00065
Pakistan,El Salvador,0.0005
Pakistan,Ghana,0.0005
Pakistan,Guyana,0.0009
Pakistan,Nepal,0.0004
Pakistan,Greece,0.00035
Pakistan,Philippines,0.0003
Pakistan,Rwanda,0.0019
Pakistan,Norway,0.0005
Pakistan,Malaysia,0.00475
Pakistan,Malawi,0.0015
Pakistan,Austria,0.00055
Pakistan,Turkey,0.001
Pakistan,Senegal,0.0009
Pakistan,Denmark,0.00075
Pakistan,Bulgaria,0.00085
Pakistan,Jordan,0.00235
Pakistan,Madagascar,0.0006
Pakistan,Sierra Leone,0.0007
Pakistan,Sweden,0.0012
Pakistan,Cameroon,0.0011
Pakistan,Cote Divoire,0.0012
Pakistan,Singapore,0.00225
Pakistan,Burundi,0.0016
Pakistan,India,0.0013
Pakistan,Portugal,0.00065
Pakistan,Thailand,0.00145
Pakistan,Mali,0.0007
Pakistan,Seychelles,0.00195
Pakistan,Zambia,0.00145
Pakistan,Kuwait,0.0118
Pakistan,Australia,0.0027
Pakistan,Uganda,0.001
Pakistan,Indonesia,0.0018
Pakistan,Cyprus,0.00115
Pakistan,Qatar,0.003
Pakistan,Oman,0.00195
Pakistan,Iran,0.0025
Pakistan,Kenya,0.0061
Pakistan,Canada,0.00195
Pakistan,Spain,0.00165
Pakistan,Niger,0.00115
Pakistan,Netherlands,0.00265
Pakistan,Benin,0.00135
Pakistan,Bangladesh,0.00205
Pakistan,Saudi Arabia,0.00805
Pakistan,China,0.00555
Pakistan,Bahrain,0.0099
Pakistan,Untd Arab Em,0.0066
Pakistan,Italy,0.00485
Pakistan,Togo,0.0048
Pakistan,Mauritania,0.0039
Pakistan,Mauritius,0.00295
Pakistan,Sri Lanka,0.00505
Pakistan,Hong Kong,0.0077
Pakistan,Afghanistan,0.00705
Pakistan,UK,0.0087
Pakistan,Japan,0.0148
Pakistan,USA,0.0189
Panama,Iceland,0.0001
Panama,Pakistan,0.00025
Panama,Philippines,0.00175
Panama,Tunisia,0.0001
Panama,Algeria,0.00035
Panama,Kuwait,0.0001
Panama,Cuba,0.0001
Panama,Bulgaria,0.00035
Panama,Suriname,0.0002
Panama,Guatemala,0.00115
Panama,China,0.0248
Panama,Bangladesh,0.0002
Panama,Morocco,0.0003
Panama,Ireland,0.0005
Panama,South Africa,0.00045
Panama,Chile,0.00115
Panama,New Zealand,0.0006
Panama,Australia,0.0003
Panama,Saudi Arabia,0.00395
Panama,Egypt,0.0005
Panama,Indonesia,0.00525
Panama,India,0.0013
Panama,Uruguay,0.0008
Panama,Dominican Rp,0.0007
Panama,Israel,0.00085
Panama,Denmark,0.0032
Panama,Portugal,0.00085
Panama,UK,0.00475
Panama,Hong Kong,0.0015
Panama,Thailand,0.0057
Panama,Trinidad Tbg,0.0028
Panama,Austria,0.00095
Panama,Peru,0.0019
Panama,Finland,0.0019
Panama,Costa Rica,0.0035
Panama,Turkey,0.0017
Panama,Malaysia,0.00525
Panama,Canada,0.0026
Panama,El Salvador,0.0018
Panama,Greece,0.0032
Panama,Guyana,0.0031
Panama,Netherlands,0.00285
Panama,Nicaragua,0.0021
Panama,Argentina,0.0032
Panama,Honduras,0.0026
Panama,Spain,0.00855
Panama,Ecuador,0.0102
Panama,Sweden,0.00435
Panama,Colombia,0.00955
Panama,Brazil,0.0084
Panama,Italy,0.02285
Panama,Singapore,0.027
Panama,Mexico,0.01515
Panama,Japan,0.2505
Panama,Venezuela,0.01365
Panama,Norway,0.0161
Panama,USA,0.0793
Paraguay,Nigeria,0.0021
Paraguay,Philippines,0.0001
Paraguay,Untd Arab Em,0.0001
Paraguay,Finland,0.0001
Paraguay,Ireland,0.0005
Paraguay,Sweden,0.00045
Paraguay,Madagascar,0.0001
Paraguay,Egypt,0.0001
Paraguay,Saudi Arabia,0.0001
Paraguay,India,0.00035
Paraguay,Senegal,0.0001
Paraguay,Kuwait,0.0001
Paraguay,Canada,0.0004
Paraguay,Tunisia,0.0002
Paraguay,Thailand,0.00035
Paraguay,Greece,0.00015
Paraguay,Turkey,0.00015
Paraguay,Algeria,0.00215
Paraguay,Oman,0.0002
Paraguay,Ecuador,0.00015
Paraguay,Morocco,0.0002
Paraguay,Singapore,0.00085
Paraguay,Malaysia,0.00045
Paraguay,Indonesia,0.0004
Paraguay,Israel,0.0005
Paraguay,Norway,0.0004
Paraguay,Colombia,0.00035
Paraguay,Denmark,0.0003
Paraguay,Austria,0.00035
Paraguay,Hong Kong,0.0005
Paraguay,Mexico,0.00165
Paraguay,South Africa,0.00095
Paraguay,UK,0.0044
Paraguay,Iran,0.0005
Paraguay,China,0.00425
Paraguay,Peru,0.00115
Paraguay,Uruguay,0.00195
Paraguay,Venezuela,0.0015
Paraguay,Portugal,0.00165
Paraguay,Japan,0.01015
Paraguay,Italy,0.0057
Paraguay,USA,0.0315
Paraguay,Chile,0.0066
Paraguay,Netherlands,0.0049
Paraguay,Spain,0.0059
Paraguay,Argentina,0.03305
Paraguay,Brazil,0.0735
Peru,Cuba,0.0001
Peru,Oman,0.0001
Peru,Madagascar,0.0001
Peru,Sierra Leone,0.0001
Peru,Greece,0.0001
Peru,Malta,0.0002
Peru,Uganda,0.0001
Peru,Jamaica,0.0001
Peru,Paraguay,0.00115
Peru,Niger,0.0001
Peru,Untd Arab Em,0.0001
Peru,Suriname,0.0001
Peru,Burkina Faso,0.0001
Peru,Cyprus,0.0001
Peru,Barbados,0.0001
Peru,Cameroon,0.0004
Peru,Chad,0.0001
Peru,Morocco,0.0001
Peru,Sri Lanka,0.00015
Peru,Israel,0.00015
Peru,Bahrain,0.0001
Peru,Ghana,0.0001
Peru,Ireland,0.0002
Peru,New Zealand,0.00065
Peru,Mauritius,0.0001
Peru,Nepal,0.0001
Peru,Jordan,0.0001
Peru,Greenland,0.0002
Peru,Gabon,0.0002
Peru,Uruguay,0.00075
Peru,Senegal,0.0002
Peru,Singapore,0.00025
Peru,Guyana,0.00045
Peru,Finland,0.0003
Peru,India,0.0003
Peru,Turkey,0.0002
Peru,Australia,0.00045
Peru,Austria,0.00035
Peru,Portugal,0.0003
Peru,Dominican Rp,0.0003
Peru,Zambia,0.0003
Peru,Algeria,0.0002
Peru,South Africa,0.0004
Peru,Mali,0.00025
Peru,Denmark,0.0004
Peru,Guatemala,0.00085
Peru,Sweden,0.00115
Peru,Trinidad Tbg,0.0006
Peru,Nicaragua,0.00035
Peru,Norway,0.0003
Peru,Honduras,0.0005
Peru,Indonesia,0.00045
Peru,Afghanistan,0.0006
Peru,Thailand,0.00055
Peru,El Salvador,0.00045
Peru,Iran,0.0007
Peru,Hong Kong,0.0007
Peru,Philippines,0.0007
Peru,Malaysia,0.00055
Peru,Bulgaria,0.00045
Peru,Costa Rica,0.0007
Peru,Argentina,0.00395
Peru,Panama,0.0019
Peru,Netherlands,0.0015
Peru,Seychelles,0.0021
Peru,Ecuador,0.0039
Peru,Canada,0.00265
Peru,Venezuela,0.00415
Peru,Spain,0.00285
Peru,Chile,0.0036
Peru,Mexico,0.00325
Peru,Colombia,0.0051
Peru,Brazil,0.0058
Peru,Italy,0.00435
Peru,UK,0.00365
Peru,China,0.00525
Peru,Bolivia,0.0082
Peru,Japan,0.0109
Peru,USA,0.0346
Philippines,Argentina,0.0002
Philippines,Bangladesh,0.00015
Philippines,Mali,0.0007
Philippines,Paraguay,0.0001
Philippines,Jamaica,0.00015
Philippines,Greece,0.0001
Philippines,Niger,0.0001
Philippines,Iraq,0.00025
Philippines,Cyprus,0.00015
Philippines,Morocco,0.00015
Philippines,Pakistan,0.0003
Philippines,Uruguay,0.0001
Philippines,Algeria,0.0001
Philippines,Iran,0.00265
Philippines,Gabon,0.00025
Philippines,Afghanistan,0.0001
Philippines,Malawi,0.0011
Philippines,Nigeria,0.00025
Philippines,Honduras,0.0001
Philippines,Dominican Rp,0.0001
Philippines,Madagascar,0.0002
Philippines,El Salvador,0.0001
Philippines,Trinidad Tbg,0.0001
Philippines,Ghana,0.00025
Philippines,Ecuador,0.0001
Philippines,Tunisia,0.0001
Philippines,Bolivia,0.00015
Philippines,Chile,0.00055
Philippines,Nepal,0.00015
Philippines,Turkey,0.0002
Philippines,Oman,0.00345
Philippines,Israel,0.0009
Philippines,Portugal,0.0002
Philippines,Egypt,0.0002
Philippines,Jordan,0.00075
Philippines,India,0.00105
Philippines,Qatar,0.0029
Philippines,Norway,0.00025
Philippines,South Africa,0.00045
Philippines,New Zealand,0.0014
Philippines,Brazil,0.00185
Philippines,Guyana,0.0006
Philippines,Malta,0.0009
Philippines,Barbados,0.0004
Philippines,Suriname,0.0014
Philippines,Mauritius,0.0003
Philippines,Benin,0.00035
Philippines,Togo,0.00485
Philippines,Denmark,0.00055
Philippines,Cambodia,0.0003
Philippines,Sweden,0.001
Philippines,Austria,0.0005
Philippines,Finland,0.0009
Philippines,Bahrain,0.0017
Philippines,Kuwait,0.00355
Philippines,Sri Lanka,0.0005
Philippines,Saudi Arabia,0.0078
Philippines,Untd Arab Em,0.00305
Philippines,Mozambique,0.00245
Philippines,Ireland,0.0013
Philippines,Spain,0.00115
Philippines,Indonesia,0.0042
Philippines,Mexico,0.00125
Philippines,Italy,0.00235
Philippines,Australia,0.00625
Philippines,Seychelles,0.00155
Philippines,Panama,0.00175
Philippines,China,0.00705
Philippines,Canada,0.00435
Philippines,Thailand,0.0057
Philippines,Costa Rica,0.00345
Philippines,Malaysia,0.00965
Philippines,Netherlands,0.00795
Philippines,UK,0.00885
Philippines,Hong Kong,0.0124
Philippines,Singapore,0.01735
Philippines,Japan,0.0607
Philippines,USA,0.08665
Portugal,India,0.0005
Portugal,Rwanda,0.0001
Portugal,Untd Arab Em,0.00085
Portugal,Sudan,0.0002
Portugal,Guatemala,0.0003
Portugal,Trinidad Tbg,0.0003
Portugal,Cuba,0.0005
Portugal,Venezuela,0.00035
Portugal,Ecuador,0.0004
Portugal,Nepal,0.0001
Portugal,Cameroon,0.00185
Portugal,Costa Rica,0.0008
Portugal,Jamaica,0.0005
Portugal,Qatar,0.00255
Portugal,Madagascar,0.00105
Portugal,Sri Lanka,0.0002
Portugal,Mali,0.00225
Portugal,Afghanistan,0.0001
Portugal,Barbados,0.0001
Portugal,Nicaragua,0.0004
Portugal,Bolivia,0.0001
Portugal,Pakistan,0.00065
Portugal,Uganda,0.001
Portugal,Cambodia,0.0001
Portugal,Colombia,0.0004
Portugal,Oman,0.0001
Portugal,Dominican Rp,0.0002
Portugal,Egypt,0.00125
Portugal,Mexico,0.0007
Portugal,Iran,0.0013
Portugal,Benin,0.00495
Portugal,Cote Divoire,0.0019
Portugal,Suriname,0.00185
Portugal,New Zealand,0.00025
Portugal,Bahrain,0.00025
Portugal,Honduras,0.0007
Portugal,Paraguay,0.00165
Portugal,Burundi,0.0008
Portugal,El Salvador,0.0002
Portugal,Thailand,0.00065
Portugal,Uruguay,0.0004
Portugal,Gabon,0.0028
Portugal,Burkina Faso,0.0019
Portugal,Ghana,0.0005
Portugal,Togo,0.00275
Portugal,China,0.00095
Portugal,Niger,0.001
Portugal,Iraq,0.0015
Portugal,Saudi Arabia,0.00215
Portugal,Hong Kong,0.0003
Portugal,Sierra Leone,0.00125
Portugal,Zambia,0.0008
Portugal,Nigeria,0.0056
Portugal,Argentina,0.0008
Portugal,Kenya,0.00045
Portugal,Malaysia,0.00055
Portugal,Bulgaria,0.00045
Portugal,Kuwait,0.00035
Portugal,Malawi,0.00205
Portugal,Chile,0.00055
Portugal,Syria,0.0009
Portugal,South Africa,0.001
Portugal,Turkey,0.0007
Portugal,Singapore,0.0005
Portugal,Zimbabwe,0.0021
Portugal,Australia,0.00055
Portugal,Mauritius,0.00325
Portugal,Guyana,0.00915
Portugal,Panama,0.00085
Portugal,Algeria,0.0016
Portugal,Greece,0.00055
Portugal,Seychelles,0.0007
Portugal,Jordan,0.0005
Portugal,Israel,0.0008
Portugal,Tunisia,0.00105
Portugal,Mauritania,0.00325
Portugal,Brazil,0.00265
Portugal,Senegal,0.0016
Portugal,Canada,0.0014
Portugal,Ireland,0.00185
Portugal,Morocco,0.00145
Portugal,Cyprus,0.00095
Portugal,Japan,0.00495
Portugal,Greenland,0.0027
Portugal,Malta,0.00195
Portugal,Iceland,0.00655
